gene	twas_z	twas_p	twas_fdr	reference_tissue	n_model_snps	model_class	magma_overlap	current_exemplar_gene	interpretation_class	notes
SYK	-1.6681295633316	0.0952900096247536	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KRT15	-1.66672050952911	0.0955699927584682	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ACAP2	-1.66521430015564	0.0958700089794379	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EGFL7	1.66466307640076	0.0959799934377089	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF559-ZNF177	1.66405856959804	0.0961007254268551	0.620339346964221	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
FOLR3	1.66334623071331	0.0962431495810097	0.620339346964221	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
HOXB7	1.66121637821198	0.0966699973433322	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-646I6.5	1.66121637821198	0.0966699973433322	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZNF223	-1.66101717948914	0.0967099964494758	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KRT78	1.65992271900177	0.0969300003606174	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MGAT2	1.65972399711609	0.0969699895098489	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CISD2	1.65924904610485	0.0970656181702977	0.620339346964221	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
AQP3	1.65848302841187	0.0972200103046175	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
OSMR	-1.6583865068429	0.0972394783068132	0.620339346964221	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
LOXL2	1.65744268894196	0.0974300067613964	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC01117	1.65739321708679	0.0974400018660387	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
FAM160B1	-1.65734374523163	0.0974499977902565	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
EBF3	-1.65591025352478	0.097739994851486	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
USP16	1.65586090087891	0.0977499912162576	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NT5DC1	1.65576207637787	0.0977700105474298	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-54O7.17	1.65517008304596	0.0978900019474105	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CEP192	1.65495012845324	0.0979346146130816	0.620339346964221	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
BTN3A1	-1.65477573871613	0.0979699970529444	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DLX3	-1.65467715263367	0.0979900039875385	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PDAP1	-1.65448009967804	0.0980300034468979	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
C1orf123	1.65433239936829	0.0980599934446085	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
SCAP	-1.65379095077515	0.0981699952506085	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CPM	-1.65374171733856	0.0981800025033249	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MPV17L	-1.65349578857422	0.0982300025070444	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RND2	1.65315163135529	0.0983000075719827	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
VAT1	1.65315163135529	0.0983000075719827	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TM9SF1	1.65295505523682	0.0983400110219628	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TBC1D15	1.65246403217316	0.0984399915398965	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
WDR6	1.65202236175537	0.0985299923627652	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FAM26E	1.65197324752808	0.0985400046096154	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
EYA4	-1.65192425251007	0.0985499933643207	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SNHG18	1.65171996854188	0.0985916500357768	0.620339346964221	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
PAF1	1.65140473112056	0.0986559594241962	0.620339346964221	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SLC5A4	1.65042668849209	0.0988556962506217	0.620339346964221	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
RP11-281O15.8	-1.65030777454376	0.0988800029682361	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
LINS1	1.64929320576202	0.0990875809008838	0.620339346964221	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SPCS3	1.64889085292816	0.0991699974123037	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-84A19.4	1.64889085292816	0.0991699974123037	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZNF624	-1.64830553531647	0.0992899894388252	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SMAD4	-1.64801299571991	0.0993500044190561	0.620339346964221	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CLGN	-1.64635837078095	0.0996899984782109	0.62122376085655	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
COL5A2	1.64630973339081	0.0997000065637629	0.62122376085655	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PALMD	-1.64538717269897	0.0998899931188803	0.621582668500871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MAN2B2	-1.64485359191894	0.100000007226205	0.621582668500871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KRT6C	-1.64340102672577	0.100299987843514	0.621582668500871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FAM215A	1.64243447780609	0.100499994621479	0.621582668500871	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RPRM	1.64243447780609	0.10049999462148	0.621582668500871	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
UHRF1BP1	1.6419517993927	0.100599993616157	0.621582668500871	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
DBI	1.64146947860718	0.100699997715192	0.621582668500871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TEAD1	1.64146947860718	0.100699997715192	0.621582668500871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GALT	1.64098751544952	0.100800006781879	0.621582668500871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KBTBD6	1.64098751544952	0.100800006781879	0.621582668500871	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CXCL5	-1.63858366012573	0.101299997622466	0.624020543205334	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PCSK9	-1.63714587688446	0.101599992705009	0.625222658926695	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KIAA1109	-1.63523399829864	0.102000003581234	0.627037135417419	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ACOX2	-1.6333281993866	0.102399989011157	0.628681015934917	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ANKRD17	1.63237738609314	0.102600010000042	0.628681015934917	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
C11orf21	-1.63237738609314	0.102600010000042	0.628681015934917	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PRAG1	1.63142824172974	0.102799989772036	0.628681015934917	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KLHL20	1.63095414638519	0.102899995229327	0.628681015934917	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PTPN4	1.63095414638519	0.102899995229327	0.628681015934917	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SMARCB1	-1.62947703692349	0.103212072166538	0.629720868908262	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
FCGR2A	1.62858927249908	0.103399996727731	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PNISR	-1.62764585018158	0.103600001122236	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DOCK5	-1.62576341629028	0.10399999360349	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ATPIF1	-1.62535886274029	0.104086115893476	0.629720868908262	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
HSPB7	-1.6250060709517	0.10416126525946	0.629720868908262	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
MARCH2	1.6248242855072	0.104200004811577	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
PRDX2	-1.62435531616211	0.104299997798817	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HES4	-1.62248289585114	0.104699992478539	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HTR3B	-1.62248289585114	0.104699992478539	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CLEC4E	-1.62061607837677	0.105100001815409	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-567M16.6	1.6196848154068	0.105299999675685	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
NMRAL1	1.61829054355621	0.10559999767707	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-546K22.1	-1.61829054355621	0.10559999767707	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CDKL3	1.61782646179199	0.105700001934116	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC00271	-1.61782646179199	0.105700001934116	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
UBE2B	1.61782646179199	0.105700001934116	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-10C24.2	-1.61782646179199	0.105700001934116	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
LGALS1	-1.61736273765564	0.105800004151443	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF639	1.61689937114716	0.105900004190262	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
IQCH	-1.61643636226654	0.106000001911754	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
UFL1	1.61643636226654	0.106000001911754	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BLM	-1.61597371101379	0.106099997177063	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PRC1	-1.61597371101379	0.106099997177063	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ELMO3	1.61551141738892	0.106199989847303	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NOX4	-1.61504936218262	0.106300005597039	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMEM179	1.61504936218262	0.106300005597039	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TNFRSF17	1.61504936218262	0.106300005597039	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
OLFML2B	-1.61458778381348	0.106399992679601	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FAM228B	1.61412644386292	0.106500002602215	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SRD5A1	1.61412644386292	0.106500002602215	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
REP15	-1.61320495605469	0.10669998708054	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GULP1	1.61228466033936	0.106900009777272	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-379F4.6	-1.61228466033936	0.106900009777272	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZNF446	1.61228466033936	0.106900009777272	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ABCC2	-1.61182510852814	0.10700000274665	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LURAP1L	-1.61090695858002	0.10720000310851	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-687F6.5	-1.61090695858002	0.10720000310851	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ARL17A	1.60999023914337	0.107399987201023	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
EPN3	-1.60999023914337	0.107399987201023	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KANSL1	1.60999023914337	0.107399987201023	0.629720868908262	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC01233	1.60861754417419	0.107699995603244	0.629996329018074	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
B3GNTL1	1.60861754417419	0.107699995603244	0.629996329018074	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RNF212	1.60816061496735	0.10780000652684	0.629996329018074	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TREM2	-1.60679197311401	0.108100009664123	0.629996329018074	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC01979	-1.60633647441864	0.108200000367058	0.629996329018074	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CENPX	-1.60588121414185	0.108300011863467	0.629996329018074	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF629	1.60542643070221	0.108399991638016	0.629996329018074	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RPTOR	-1.60497188568115	0.108499991965132	0.629996329018074	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
STRC	-1.60497188568115	0.108499991965132	0.629996329018074	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
THSD7B	-1.60459494794127	0.108582973970116	0.629996329018074	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
RPS28	1.60447619609682	0.108609127323592	0.629996329018074	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SPG21	-1.60315692424774	0.108900012968154	0.631035976543289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ATP5E	-1.60270404815674	0.109000009364345	0.631035976543289	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
DDR2	-1.60089576244354	0.109400008324723	0.632596531012529	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RASSF7	1.59999358654022	0.109600006179039	0.632596531012529	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF432	1.59999358654022	0.109600006179039	0.632596531012529	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BNC1	1.59954297542572	0.109700007568233	0.632596531012529	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-263K4.3	1.59909272193909	0.109800001609587	0.632596531012529	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
LIN37	1.59729480743408	0.110200007737109	0.633568799137021	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC00665	-1.5968462228775	0.110299989594241	0.633568799137021	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RP11-212I21.2	1.5968462228775	0.110299989594241	0.633568799137021	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
UBE2H	1.5963978767395	0.110399989899535	0.633568799137021	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
INHA	1.59594976902008	0.110500008569932	0.633568799137021	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CTDNEP1	-1.59404332169567	0.110926332152221	0.633604025135289	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
ZNF701	-1.59326839447022	0.111099993705886	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AC098828.2	-1.5928225517273	0.11120000448946	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ARHGEF19	-1.5928225517273	0.11120000448946	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LA16c-380A1.1	-1.5928225517273	0.11120000448946	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
GMIP	1.59193193912506	0.11139999813531	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MTHFS	1.59193193912506	0.11139999813531	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MTMR2	-1.59148705005646	0.111500007524099	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BMP2	-1.59104251861572	0.11160000726933	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-367F23.1	-1.59104251861572	0.11160000726933	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
AIM1L	1.59015440940857	0.111800004131493	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZNF850	1.5892676115036	0.111999987711715	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GPATCH1	-1.5892676115036	0.111999987711715	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CAPS2	1.58882462978363	0.112099991030979	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GLIPR1L2	-1.58882462978363	0.112099991030979	0.633604025135289	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HACD2	1.58705580234528	0.112500006781506	0.635262822384585	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TFAM	-1.58617329597473	0.112700003676285	0.635346705814416	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PHGDH	1.58573246002197	0.112800012479177	0.635346705814416	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMEM221	1.58468253340135	0.113038482324735	0.635346705814416	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
GDNF	1.58397245407105	0.113199987723663	0.635346705814416	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LIG1	1.58397245407105	0.113199987723663	0.635346705814416	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PARD6B	1.58265554904938	0.113499994998684	0.635346705814416	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PRPF4B	1.58265554904938	0.113499994998684	0.635346705814416	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
C15orf40	-1.5822172164917	0.113599991389453	0.635346705814416	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PIGV	-1.5822172164917	0.113599991389453	0.635346705814416	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
